slug,title,one_liner,status,started,ended,img,description,url,github,tech,highlight
layerre,Layerre,The API for automating Canva designs,live,2025-01,,"layerre-icon.png;layerre-hero.png;layerre-editor.png;layerre-integrations.png","Turn existing Canva designs into dynamic templates you can drive from an API or a no-code UI.--Auto-generate ads, social posts, banners, and other variants from one template with text and image overrides.--Integrates with Make, Zapier, and n8n so teams can plug Layerre into existing workflows.--Supports batch production with consistent exports (PNG, JPEG, WebP, PDF) for high-volume creative.--Built end-to-end: Playwright automation against Canva, a React/TypeScript product UI, and a Python-backed API.",https://layerre.com,,"Python; React; TypeScript; Playwright; API",450+ users
